model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,206866.4,2023-03-29,2023-05-09,California,502.7,0,90.8,4.2,5,166.8,611
Tesla Model 3,Performance,Solid Black,Electric,Automatic,46858.3,2025-03-09,2025-05-14,Florida,268.0,0,92.0,2.0,5,144.7,518
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,70675.43,2023-03-31,2023-06-10,New Jersey,448.4,0,73.7,5.8,5,156.2,619
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,65764.57,2025-02-18,2025-03-07,Virginia,263.5,0,68.1,1.7,7,152.7,865
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,242654.49,2023-09-21,2023-10-24,Illinois,406.1,0,86.9,9.8,5,150.3,570
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,117245.87,2023-05-21,2023-08-17,Oregon,398.0,0,69.5,5.3,5,153.9,637
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,70877.29,2023-09-29,2023-12-26,Virginia,323.8,0,84.4,7.1,5,167.7,594
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,42421.25,2024-12-17,2025-01-12,Washington,321.5,0,68.4,9.7,5,154.7,561
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,57951.09,2024-04-07,2024-06-07,New Jersey,269.1,0,75.3,9.5,7,168.9,835
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,45712.79,2024-10-29,2024-11-08,Connecticut,278.6,0,99.5,10.2,5,147.6,530
Tesla Model Y,Performance,Solid Black,Electric,Automatic,47042.39,2023-09-21,2023-12-17,Connecticut,317.4,0,80.5,10.6,7,156.7,566
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,70653.28,2024-06-28,2024-07-25,Texas,426.6,0,91.4,10.6,5,143.5,433
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,209074.04,2024-02-26,2024-03-13,Virginia,404.9,0,79.4,0.7,5,159.2,549
Tesla Model Y,Performance,Pearl White,Electric,Automatic,59123.91,2023-11-11,2024-01-25,Arizona,323.5,0,79.9,4.2,7,145.3,828
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,53849.54,2023-11-18,2023-11-20,Maryland,368.7,0,69.0,10.1,5,169.0,492
Tesla Model Y,Performance,Pearl White,Electric,Automatic,67167.79,2024-06-22,2024-09-19,Arizona,279.9,0,78.1,11.8,7,153.8,898
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,56875.62,2023-06-04,2023-08-22,Washington,304.1,0,87.2,9.6,7,151.1,810
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,92022.54,2024-11-25,2024-12-17,Virginia,333.5,0,83.0,11.1,5,160.8,453
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,55020.79,2024-04-13,2024-06-12,Nevada,266.8,0,89.6,7.5,7,140.5,698
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,96047.82,2024-02-17,2024-04-24,Oregon,355.0,0,81.7,9.8,5,147.9,447
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,51433.72,2024-02-05,2024-02-09,Washington,317.3,0,74.2,8.6,5,153.6,461
Tesla Model X,Performance,Ultra Red,Electric,Automatic,86092.53,2025-01-07,2025-01-25,Massachusetts,335.0,0,84.2,5.2,7,157.9,511
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,125029.83,2024-01-07,2024-02-10,New York,335.6,0,86.5,8.5,7,163.6,684
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,124778.19,2023-04-17,2023-07-02,Massachusetts,385.5,0,66.8,4.2,5,160.8,640
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,211620.85,2023-04-26,2023-05-11,Florida,601.8,0,86.0,1.8,5,161.1,490
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,46307.89,2024-08-10,2024-09-21,Nevada,284.0,0,70.6,9.0,7,155.2,605
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,54143.22,2024-08-10,2024-09-14,Arizona,326.0,0,85.0,7.3,7,145.1,489
Tesla Model X,Long Range,Solid Black,Electric,Automatic,95386.37,2023-07-06,2023-08-10,Florida,344.9,0,98.8,8.0,7,155.8,531
Tesla Model X,Performance,Pearl White,Electric,Automatic,116051.52,2024-09-18,2024-12-08,New Jersey,308.9,0,72.4,4.3,7,155.4,550
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,53668.46,2023-06-04,2023-07-22,Virginia,484.0,0,62.8,1.8,5,155.7,602
Tesla Model Y,Performance,Solid Black,Electric,Automatic,50212.7,2024-04-06,2024-05-01,Oregon,284.6,0,79.5,11.3,7,166.8,494
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,94344.6,2023-08-13,2023-09-21,Colorado,359.7,0,62.1,11.2,5,161.7,465
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,98654.29,2025-02-26,2025-05-25,California,376.7,0,91.2,6.0,5,156.1,492
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,56397.31,2024-11-16,2025-01-20,Washington,294.6,0,72.7,2.0,7,142.9,484
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,49148.8,2023-11-17,2024-01-25,New Jersey,291.1,0,89.1,10.8,5,148.2,573
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,50094.13,2023-09-22,2023-10-15,California,371.5,0,81.9,1.8,5,158.9,532
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,48880.59,2024-02-11,2024-02-17,Texas,308.3,0,86.8,11.2,5,164.0,510
Tesla Model Y,Performance,Solid Black,Electric,Automatic,57319.09,2024-11-05,2025-01-31,New Jersey,273.7,0,65.4,10.9,7,154.1,899
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,209325.81,2023-10-05,2023-11-10,Massachusetts,533.3,0,87.7,1.9,5,151.0,635
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,90967.5,2024-01-01,2024-01-05,Florida,308.0,0,93.3,4.3,7,155.0,784
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,62927.8,2024-12-02,2024-12-08,Massachusetts,319.9,0,68.5,4.7,7,147.5,610
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,39586.39,2023-10-29,2023-12-23,Texas,292.0,0,97.6,11.0,5,149.4,525
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,57135.6,2023-08-20,2023-10-14,New York,299.3,0,64.4,9.2,7,142.1,640
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,203401.35,2024-02-13,2024-04-03,Illinois,520.1,0,66.2,11.1,5,169.4,649
Tesla Model X,Performance,Ultra Red,Electric,Automatic,136737.57,2024-02-08,2024-04-05,Virginia,337.5,0,62.9,1.9,7,144.7,643
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,46048.99,2023-08-18,2023-10-20,Connecticut,327.5,0,90.5,11.8,5,167.1,472
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,45209.81,2024-06-19,2024-07-26,Texas,289.6,0,99.8,10.8,7,141.4,552
Tesla Model X,Plaid,Solid Black,Electric,Automatic,135059.84,2023-04-05,2023-06-29,Illinois,314.2,0,67.9,0.7,7,141.1,733
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,45429.65,2023-08-18,2023-11-04,Maryland,325.4,0,99.3,4.0,5,160.8,514
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,122126.35,2024-06-27,2024-08-22,Connecticut,329.2,0,70.4,1.2,7,141.4,869
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,45430.86,2023-09-01,2023-09-21,New Jersey,300.0,0,74.4,10.5,5,147.1,516
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,219635.93,2024-12-20,2025-02-24,New York,538.0,0,97.3,8.0,5,159.6,628
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,236983.26,2024-10-23,2024-11-11,New Jersey,510.7,0,67.0,9.6,5,150.4,645
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,92939.93,2023-07-20,2023-08-30,Washington,320.2,0,81.9,5.0,7,166.1,801
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,59932.52,2024-04-10,2024-06-08,New York,278.5,0,73.6,7.8,7,157.7,490
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,244716.37,2024-06-27,2024-07-29,Texas,401.8,0,76.9,9.5,5,161.2,470
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,52751.13,2024-01-04,2024-03-07,California,321.5,0,67.8,8.8,5,147.9,451
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,128277.72,2024-03-11,2024-03-15,Virginia,376.8,0,97.7,5.5,5,145.7,469
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,204612.64,2024-04-17,2024-06-02,New Jersey,533.8,0,90.0,1.3,5,143.1,610
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,62081.76,2024-08-01,2024-08-19,Virginia,411.9,0,91.1,1.0,5,154.7,447
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,63290.53,2023-08-27,2023-09-19,Florida,333.4,0,96.1,7.4,5,160.0,537
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,58904.21,2024-06-19,2024-08-29,Massachusetts,285.8,0,72.3,2.9,7,142.4,687
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,58043.73,2024-07-09,2024-07-23,New Jersey,275.8,0,80.0,10.9,7,147.0,566
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,52006.57,2023-04-22,2023-05-04,Colorado,271.5,0,78.2,8.3,5,150.5,595
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,57316.48,2024-07-14,2024-07-19,Oregon,261.1,0,87.5,4.5,5,140.6,477
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,49989.01,2024-03-27,2024-05-10,Connecticut,304.9,0,85.5,2.7,5,168.4,502
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,100355.67,2023-10-24,2023-12-12,Washington,308.1,0,64.6,3.7,7,168.1,588
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,220269.6,2023-12-19,2024-02-19,California,603.7,0,69.5,9.1,5,144.0,440
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,203102.22,2024-09-23,2024-10-22,New York,528.4,0,84.8,6.0,5,164.6,450
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,57296.2,2024-12-17,2025-03-08,Florida,266.1,0,89.9,11.6,7,142.6,578
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,43069.44,2024-07-17,2024-07-26,New York,275.5,0,64.0,3.8,5,142.0,516
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,50346.02,2023-11-13,2023-12-31,Florida,307.4,0,91.5,6.5,5,157.6,499
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,108272.34,2023-12-10,2023-12-30,Nevada,344.0,0,69.3,5.0,5,162.3,462
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,55627.4,2023-11-07,2023-12-23,Connecticut,459.4,0,90.8,11.0,5,164.4,431
Tesla Model S,Long Range,Pearl White,Electric,Automatic,125531.89,2025-01-21,2025-04-19,New Jersey,395.6,0,83.6,6.1,5,142.9,478
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,47133.89,2023-09-17,2023-10-11,Texas,273.4,0,91.3,3.4,7,161.0,460
Tesla Model 3,Long Range,Midnight Silver Metallic,Electric,Automatic,52680.74,2024-06-25,2024-07-08,New York,276.0,0,79.0,5.5,5,142.2,639
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,118094.92,2024-07-22,2024-10-05,Oregon,368.1,0,64.6,4.7,5,145.2,582
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,120521.64,2023-07-24,2023-08-27,Maryland,323.9,0,62.8,10.6,5,163.4,650
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,54722.87,2024-10-23,2024-11-06,Maryland,427.6,0,99.7,3.5,5,169.7,462
Tesla Roadster,Performance,Pearl White,Electric,Automatic,218978.17,2023-11-25,2023-12-26,Virginia,461.0,0,64.6,2.1,5,166.3,642
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,42560.43,2023-12-23,2024-02-17,Florida,291.7,0,81.9,9.9,5,159.0,431
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,59204.9,2024-08-28,2024-09-04,New York,395.2,0,99.4,8.6,5,146.3,591
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,47553.87,2023-08-19,2023-10-03,Colorado,291.2,0,72.4,6.9,5,141.4,461
Tesla Model S,Plaid,Pearl White,Electric,Automatic,84365.46,2024-09-10,2024-10-11,Illinois,384.2,0,98.9,1.1,5,157.8,530
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,126069.77,2023-07-02,2023-09-10,Virginia,323.8,0,78.3,9.6,5,145.7,443
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,107480.15,2023-06-13,2023-08-02,Connecticut,318.5,0,98.7,10.8,7,143.5,727
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,76702.87,2023-07-28,2023-08-22,Illinois,399.7,0,69.4,3.8,5,156.5,556
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,93867.61,2023-05-30,2023-08-03,California,315.2,0,96.1,11.9,7,150.8,508
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,203163.07,2024-07-19,2024-09-17,Virginia,613.2,0,95.7,11.0,5,156.6,592
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,44115.1,2024-08-23,2024-09-26,Arizona,305.0,0,78.9,0.6,5,166.7,599
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,84235.94,2023-05-05,2023-07-05,New York,353.0,0,78.5,3.2,5,159.9,636
Tesla Roadster,Performance,Solid Black,Electric,Automatic,205635.84,2024-11-18,2024-11-26,Oregon,425.9,0,94.2,8.0,5,164.6,546
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,57495.49,2024-01-31,2024-04-27,Virginia,305.7,0,68.1,10.6,7,147.6,661
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,51502.88,2023-09-30,2023-11-26,Colorado,281.4,0,90.0,1.1,7,165.7,534
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,137758.23,2024-08-23,2024-11-12,Washington,317.8,0,71.3,10.0,7,168.0,691
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,226624.73,2024-05-24,2024-06-05,Colorado,605.9,0,82.3,0.7,5,155.6,555
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,239543.47,2024-11-21,2025-02-17,New York,577.3,0,96.6,5.2,5,153.4,459
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,65432.74,2024-11-26,2024-11-30,Nevada,264.9,0,79.6,7.1,7,149.6,507
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,65651.29,2024-02-29,2024-03-25,Florida,452.9,0,95.7,8.5,5,154.8,462
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,51930.09,2023-12-17,2024-01-14,Colorado,271.0,0,78.9,8.4,5,142.6,577
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,55110.02,2024-12-26,2025-01-28,Massachusetts,480.1,0,67.1,11.2,5,153.7,538
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,43277.54,2024-10-12,2024-11-21,Texas,298.3,0,78.7,5.3,5,149.3,577
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,100720.33,2023-08-30,2023-09-23,Texas,385.4,0,81.8,6.4,5,141.1,501
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,237866.35,2025-03-01,2025-03-04,California,482.9,0,87.2,8.1,5,145.2,582
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,78930.76,2024-12-08,2025-03-08,Washington,436.6,0,65.9,5.2,5,146.5,527
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,51900.21,2024-12-24,2025-02-23,New York,277.0,0,92.7,9.0,5,155.7,455
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,49130.58,2023-10-20,2023-12-24,Maryland,328.5,0,96.4,8.7,5,159.6,556
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,208892.82,2025-01-03,2025-02-21,Virginia,552.6,0,84.0,7.1,5,166.6,591
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,205226.01,2024-12-22,2025-02-01,Oregon,504.0,0,91.7,11.0,5,154.5,642
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,39646.69,2025-03-03,2025-03-16,Nevada,313.8,0,72.6,10.2,5,143.0,555
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,78765.85,2023-09-20,2023-12-05,Arizona,365.8,0,87.9,7.3,5,162.4,529
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,223333.58,2023-05-12,2023-07-30,Arizona,573.7,0,80.9,4.0,5,168.0,587
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,86498.04,2024-02-02,2024-03-01,Illinois,317.0,0,63.2,7.0,7,144.3,639
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,220524.22,2023-04-01,2023-05-16,Arizona,413.8,0,87.4,6.7,5,149.5,586
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,75143.38,2024-11-07,2024-12-06,Washington,291.7,0,94.7,11.7,5,158.4,430
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,56239.05,2023-11-27,2024-02-03,New York,302.4,0,60.2,9.0,5,167.0,623
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,39379.5,2024-06-07,2024-07-19,Maryland,310.8,0,94.9,11.6,5,164.6,636
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,52286.85,2024-11-25,2024-12-11,Arizona,324.9,0,92.4,11.6,5,167.0,551
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,77702.13,2024-07-13,2024-07-26,California,306.5,0,88.7,6.7,5,161.0,551
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,53254.49,2023-07-01,2023-09-02,Oregon,278.3,0,63.0,8.2,5,141.5,502
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,91011.32,2024-06-18,2024-07-31,Maryland,368.4,0,97.7,1.7,5,145.5,540
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,80633.33,2024-11-23,2024-12-08,Oregon,337.3,0,81.5,11.9,5,151.4,566
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,79063.84,2025-01-11,2025-04-01,Illinois,447.0,0,79.1,10.8,5,168.3,624
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,232455.89,2024-04-19,2024-04-21,Virginia,454.2,0,88.9,3.3,5,168.0,427
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,64667.36,2024-06-15,2024-08-10,Maryland,261.1,0,82.6,2.0,7,155.6,826
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,220773.81,2024-04-16,2024-05-04,Connecticut,573.4,0,78.2,7.9,5,152.6,496
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,47036.05,2025-03-06,2025-03-28,Maryland,298.7,0,89.8,1.7,5,148.2,461
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,46392.51,2025-02-25,2025-05-10,Washington,299.3,0,76.0,5.9,7,143.3,845
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,94526.48,2024-11-19,2025-01-16,Texas,307.0,0,72.0,3.6,7,152.1,649
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,248668.23,2024-11-06,2025-02-04,Nevada,586.8,0,73.0,11.9,5,160.3,518
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,63700.49,2024-11-10,2024-11-29,New York,382.1,0,60.5,11.6,5,169.7,469
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,64219.47,2024-07-30,2024-08-31,New York,496.3,0,91.4,10.5,5,166.4,637
Tesla Model S,Plaid,Pearl White,Electric,Automatic,104472.98,2023-07-06,2023-09-10,Texas,361.8,0,72.3,10.2,5,153.2,489
Tesla Model Y,Performance,Solid Black,Electric,Automatic,52625.79,2023-10-22,2023-12-30,Nevada,285.1,0,97.2,8.0,7,156.2,647
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,228485.29,2023-04-17,2023-07-01,Florida,467.2,0,80.1,1.4,5,149.8,650
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,138053.88,2023-12-07,2024-01-25,Washington,312.5,0,86.5,10.7,7,151.1,425
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,66950.45,2024-11-12,2024-12-08,Maryland,431.8,0,83.7,4.8,5,156.1,519
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,209131.03,2024-03-16,2024-04-26,Florida,519.7,0,65.7,5.7,5,167.9,454
Tesla Model X,Long Range,Deep Blue Metallic,Electric,Automatic,137587.05,2023-05-10,2023-06-08,Washington,335.5,0,63.1,10.4,7,154.6,468
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,61713.87,2024-01-02,2024-02-13,New Jersey,294.3,0,68.6,3.4,7,157.8,538
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,101381.47,2024-06-15,2024-07-16,New Jersey,363.4,0,92.6,10.6,5,142.0,598
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,91976.36,2025-01-11,2025-04-06,Nevada,325.7,0,60.8,10.3,5,163.9,460
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,76270.37,2024-05-17,2024-07-26,Texas,392.7,0,84.6,4.3,5,167.4,460
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,224155.81,2024-02-21,2024-05-07,New Jersey,417.8,0,76.8,2.1,5,146.9,558
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,58012.86,2025-02-15,2025-03-30,Connecticut,288.8,0,72.8,1.9,7,160.1,873
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,91627.22,2024-01-24,2024-04-03,Oregon,325.0,0,100.0,6.9,5,159.3,637
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,47257.16,2024-05-17,2024-07-03,Texas,331.7,0,91.5,10.1,5,164.3,542
Tesla Model S,Long Range,Solid Black,Electric,Automatic,128308.07,2023-08-21,2023-11-14,Virginia,372.0,0,85.5,4.2,5,147.1,594
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,69221.74,2023-06-26,2023-09-16,Colorado,295.3,0,88.7,3.7,5,169.5,646
Tesla Model 3,Performance,Pearl White,Electric,Automatic,39993.66,2024-11-07,2024-12-18,Washington,271.7,0,70.4,1.9,5,164.6,527
Tesla Model S,Performance,Pearl White,Electric,Automatic,128515.6,2024-12-29,2025-03-11,New Jersey,371.2,0,72.9,3.0,5,140.8,640
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,115535.16,2024-06-16,2024-07-13,Virginia,343.7,0,73.9,2.4,5,159.6,593
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,95120.04,2023-11-19,2024-01-09,Illinois,330.2,0,79.8,0.5,5,151.5,617
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,61206.72,2025-01-24,2025-02-16,Washington,343.1,0,95.9,2.3,5,145.6,560
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,57900.0,2023-03-21,2023-05-07,Illinois,305.3,0,72.4,1.2,5,152.6,500
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,205390.5,2024-02-16,2024-05-15,California,530.6,0,82.2,4.5,5,155.1,535
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,107123.98,2024-10-30,2025-01-01,Virginia,306.2,0,89.6,2.6,7,143.9,898
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,86678.99,2024-01-17,2024-04-16,Arizona,356.7,0,81.2,9.7,5,146.5,449
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,44875.06,2024-07-09,2024-10-01,California,321.2,0,81.2,9.8,5,142.1,501
Tesla Model X,Performance,Pearl White,Electric,Automatic,106776.66,2024-04-15,2024-06-16,Illinois,325.5,0,63.9,5.7,7,156.8,749
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,53372.29,2023-11-10,2023-11-28,Connecticut,331.8,0,94.5,9.0,5,142.3,486
Tesla Roadster,Performance,Stealth Grey,Electric,Automatic,238241.17,2024-09-14,2024-09-30,Maryland,582.9,0,95.7,8.4,5,159.4,629
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,210564.3,2024-08-23,2024-10-05,Arizona,580.8,0,68.3,10.0,5,149.2,613
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,212296.73,2025-01-26,2025-04-16,Florida,479.1,0,77.5,6.7,5,163.1,542
Tesla Model Y,Performance,Solid Black,Electric,Automatic,61175.41,2024-10-02,2024-12-12,Connecticut,320.7,0,83.4,0.6,7,156.6,618
Tesla Model X,Long Range,Pearl White,Electric,Automatic,91521.76,2024-08-14,2024-10-02,Colorado,321.0,0,96.1,7.8,7,153.1,737
