model,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,seating_capacity,ground_clearance,boot_space
Nissan GT-R,Ultra Red,Diesel,Automatic,133372.3,2025-01-16,2025-01-17,Nevada,282.7,6,151.1,533
Lamborghini Huracán,Deep Blue Metallic,Oil,Automatic,242666.01,2024-07-17,2024-07-24,South Korea,331.2,6,153.3,565
Ferrari SF90,Stealth Grey,Diesel,Automatic,515584.63,2024-06-09,2024-09-07,South Korea,343.5,6,140.5,502
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,306973.8,2023-08-31,2023-10-06,China,355.0,6,155.8,565
Jaguar F-Type,Solid Black,Oil,Automatic,77723.03,2023-12-17,2024-03-04,Connecticut,265.6,6,154.2,650
Mercedes-AMG GT,Solid Black,Diesel,Automatic,129216.82,2024-07-31,2024-10-26,German,310.0,6,162.6,607
Lexus LC 500,Pearl White,Diesel,Automatic,102330.17,2024-04-15,2024-07-08,New Jersey,295.5,6,142.3,616
Mercedes-AMG GT,Midnight Silver Metallic,Oil,Automatic,141215.68,2024-11-18,2024-12-13,German,292.7,6,165.8,514
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,295586.62,2025-03-30,2025-05-19,Colorado,300.3,6,159.3,517
Rolls-Royce Ghost,Pearl White,Oil,Automatic,354721.32,2023-08-05,2023-08-15,China,368.2,6,148.1,492
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,295612.35,2024-09-20,2024-12-18,France,303.9,6,159.9,552
Porsche Cayman GT4,Solid Black,Oil,Automatic,123657.95,2024-04-25,2024-06-01,Maryland,250.6,6,144.8,469
McLaren 720S,Solid Black,Oil,Automatic,286730.05,2023-09-26,2023-11-25,Washington,309.7,6,164.4,498
Jaguar F-Type,Ultra Red,Diesel,Automatic,79961.92,2024-05-07,2024-07-29,Washington,292.9,6,151.8,577
Audi RS7,Midnight Silver Metallic,Oil,Automatic,143644.47,2025-05-11,2025-07-02,Massachusetts,285.0,6,168.0,469
Maserati MC20,Stealth Grey,Oil,Automatic,238804.59,2024-04-28,2024-07-06,New York,325.4,6,148.8,540
Maserati MC20,Stealth Grey,Oil,Automatic,271462.11,2024-05-03,2024-07-31,Washington,340.8,6,148.7,464
Maserati MC20,Red Multi-Coat,Oil,Automatic,247750.94,2025-03-02,2025-05-20,China,351.3,6,154.1,485
BMW M5 CS,Red Multi-Coat,Oil,Automatic,166039.09,2025-05-09,2025-05-12,South Korea,298.7,6,149.6,436
Range Rover Sport,Stealth Grey,Diesel,Automatic,139002.43,2023-06-04,2023-07-25,New York,264.1,6,155.1,501
Lotus Emira,Ultra Red,Oil,Automatic,92776.4,2025-03-19,2025-04-18,New York,251.2,6,161.8,534
Porsche 911,Pearl White,Oil,Automatic,221658.97,2025-01-29,2025-04-03,New Jersey,285.1,6,164.8,587
Nissan GT-R,Deep Blue Metallic,Oil,Automatic,134425.48,2024-12-15,2024-12-18,South Korea,304.3,6,142.0,633
Range Rover Sport,Ultra Red,Oil,Automatic,145820.38,2023-09-14,2023-10-21,German,289.9,6,160.9,563
Audi RS e-tron GT,Red Multi-Coat,Oil,Automatic,175201.07,2023-06-01,2023-07-17,Connecticut,358.7,6,150.8,557
BMW M5 CS,Stealth Grey,Oil,Automatic,169614.37,2023-11-15,2024-01-17,Colorado,302.5,6,146.9,433
Range Rover Sport,Red Multi-Coat,Oil,Automatic,104946.62,2023-11-13,2023-12-16,Massachusetts,269.8,6,148.4,585
Koenigsegg Jesko,Pearl White,Diesel,Automatic,3485697.35,2024-12-11,2025-01-28,German,366.2,6,143.7,583
Nissan GT-R,Stealth Grey,Oil,Automatic,128677.33,2024-09-26,2024-11-10,Connecticut,288.3,6,143.5,515
Aston Martin DBS,Solid Black,Oil,Automatic,326952.79,2023-07-04,2023-09-08,German,329.2,6,163.8,632
Maserati MC20,Pearl White,Diesel,Automatic,238470.31,2025-03-11,2025-05-02,New York,355.6,6,146.4,494
Mercedes-AMG GT,Stealth Grey,Diesel,Automatic,158310.13,2023-12-19,2024-02-19,Massachusetts,286.7,6,147.3,451
Jaguar F-Type,Red Multi-Coat,Diesel,Automatic,77250.49,2025-01-01,2025-01-26,Maryland,298.8,6,140.8,600
Audi RS e-tron GT,Ultra Red,Oil,Automatic,174329.05,2024-01-13,2024-03-09,Washington,375.4,6,154.6,486
Ferrari SF90,Stealth Grey,Oil,Automatic,532414.05,2024-01-18,2024-02-14,Maryland,348.6,6,146.9,492
BMW M8,Ultra Red,Diesel,Automatic,139155.62,2025-05-01,2025-07-14,New Jersey,296.3,6,169.8,587
Audi RS7,Ultra Red,Diesel,Automatic,143859.9,2023-11-05,2024-01-23,Washington,299.8,6,150.7,590
Pagani Huayra,Solid Black,Diesel,Automatic,2837007.3,2025-03-13,2025-04-18,Colorado,363.9,6,168.3,503
Rolls-Royce Ghost,Red Multi-Coat,Oil,Automatic,433226.95,2025-05-20,2025-08-17,German,322.8,6,168.3,626
Audi RS e-tron GT,Red Multi-Coat,Diesel,Automatic,179141.32,2023-10-19,2023-12-16,Italy,370.9,6,157.8,466
Jaguar F-Type,Solid Black,Diesel,Automatic,83574.2,2024-10-14,2024-11-25,Connecticut,289.3,6,166.6,495
Audi RS e-tron GT,Ultra Red,Diesel,Automatic,172128.26,2025-01-01,2025-02-17,Washington,411.2,6,156.7,509
Audi RS7,Ultra Red,Diesel,Automatic,133641.26,2025-01-06,2025-02-10,German,267.4,6,141.3,469
BMW M5 CS,Pearl White,Oil,Automatic,143666.43,2024-11-13,2024-11-29,Connecticut,291.6,6,144.7,491
Jaguar F-Type,Deep Blue Metallic,Diesel,Automatic,88074.03,2023-07-09,2023-09-25,South Korea,294.6,6,143.6,435
Rolls-Royce Ghost,Stealth Grey,Oil,Automatic,369607.45,2025-02-27,2025-05-19,New Jersey,341.2,6,158.1,575
Audi RS7,Midnight Silver Metallic,Oil,Automatic,149059.21,2024-12-06,2025-01-19,Italy,286.6,6,164.9,528
Koenigsegg Jesko,Deep Blue Metallic,Diesel,Automatic,3002276.48,2024-09-22,2024-11-07,South Korea,373.2,6,142.0,460
Rolls-Royce Ghost,Red Multi-Coat,Diesel,Automatic,435177.55,2023-05-27,2023-06-22,Virginia,325.4,6,146.6,537
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,315704.27,2023-06-17,2023-08-28,China,348.8,6,145.5,636
Rolls-Royce Ghost,Red Multi-Coat,Diesel,Automatic,442096.84,2023-08-10,2023-11-05,New Jersey,351.0,6,159.9,507
Maserati MC20,Ultra Red,Oil,Automatic,263078.97,2024-03-29,2024-04-12,South Korea,319.2,6,144.1,476
Alpine A110,Solid Black,Diesel,Automatic,71455.33,2024-03-25,2024-06-03,Massachusetts,208.9,6,144.3,521
Nissan GT-R,Red Multi-Coat,Diesel,Automatic,138910.63,2024-04-13,2024-06-03,France,306.7,6,158.0,444
Maserati MC20,Stealth Grey,Diesel,Automatic,277479.01,2023-07-20,2023-09-16,Japan,322.0,6,160.4,648
Maserati Ghibli,Midnight Silver Metallic,Diesel,Automatic,79369.3,2025-01-07,2025-02-19,Massachusetts,265.6,6,169.8,466
Mercedes-AMG GT,Ultra Red,Diesel,Automatic,128168.72,2023-10-07,2023-12-16,Italy,300.5,6,164.4,549
Koenigsegg Jesko,Midnight Silver Metallic,Diesel,Automatic,3067890.6,2024-08-27,2024-10-29,Italy,360.5,6,147.4,429
Lamborghini Huracán,Ultra Red,Diesel,Automatic,291588.61,2024-06-04,2024-08-20,South Korea,323.3,6,142.2,575
Porsche Cayman GT4,Pearl White,Oil,Automatic,111517.1,2023-11-18,2023-12-06,Connecticut,244.7,6,168.9,494
Bugatti Chiron,Ultra Red,Diesel,Automatic,3350008.99,2024-03-28,2024-04-02,Italy,380.8,6,144.8,441
Bentley Continental GT,Solid Black,Oil,Automatic,250319.31,2023-10-11,2024-01-02,Nevada,348.5,6,150.6,646
Rolls-Royce Ghost,Red Multi-Coat,Oil,Automatic,410034.06,2024-11-08,2025-01-28,Japan,320.8,6,169.8,530
Ferrari SF90,Pearl White,Oil,Automatic,480026.95,2025-03-15,2025-04-28,Washington,350.6,6,155.7,438
Audi RS7,Stealth Grey,Diesel,Automatic,146363.6,2024-03-20,2024-06-15,Italy,268.7,6,154.9,620
Lamborghini Huracán,Midnight Silver Metallic,Oil,Automatic,294900.43,2023-10-14,2023-10-21,Nevada,321.0,6,166.5,642
Lexus LC 500,Pearl White,Diesel,Automatic,101800.77,2025-05-17,2025-06-05,China,274.5,6,160.4,649
Range Rover Sport,Pearl White,Oil,Automatic,83929.39,2024-05-07,2024-06-09,Nevada,257.8,6,165.8,612
McLaren 720S,Red Multi-Coat,Oil,Automatic,317208.74,2024-05-07,2024-05-08,South Korea,347.9,6,143.1,494
BMW M5 CS,Midnight Silver Metallic,Diesel,Automatic,168832.3,2025-04-04,2025-06-05,South Korea,307.4,6,141.2,589
Maserati Ghibli,Midnight Silver Metallic,Diesel,Automatic,81828.1,2023-09-09,2023-09-24,Washington,273.4,6,155.3,604
Lamborghini Huracán,Solid Black,Oil,Automatic,260080.77,2023-09-18,2023-11-06,Nevada,297.7,6,167.3,491
Jaguar F-Type,Red Multi-Coat,Diesel,Automatic,85717.37,2023-10-11,2023-10-28,New Jersey,272.4,6,168.1,489
Jaguar F-Type,Ultra Red,Diesel,Automatic,93855.48,2024-05-31,2024-07-22,Nevada,279.1,6,169.0,434
Alpine A110,Solid Black,Diesel,Automatic,76837.9,2023-06-17,2023-06-28,China,209.2,6,149.6,472
Porsche 911,Deep Blue Metallic,Oil,Automatic,225161.65,2023-07-08,2023-08-02,Nevada,286.3,6,147.9,487
Mercedes-AMG GT,Ultra Red,Diesel,Automatic,141503.41,2023-08-06,2023-08-23,New York,297.9,6,160.6,549
Bentley Continental GT,Deep Blue Metallic,Diesel,Automatic,252212.17,2023-08-22,2023-11-06,Nevada,335.1,6,166.7,509
Lotus Emira,Midnight Silver Metallic,Diesel,Automatic,96092.83,2025-03-27,2025-04-05,Washington,240.1,6,168.6,642
Pagani Huayra,Ultra Red,Oil,Automatic,3041589.5,2024-11-10,2025-01-04,Japan,362.8,6,158.7,506
Aston Martin Vantage,Ultra Red,Diesel,Automatic,166469.51,2024-12-31,2025-01-07,New Jersey,317.4,6,167.8,511
BMW M8,Pearl White,Diesel,Automatic,134747.83,2023-11-16,2023-12-30,Nevada,339.8,6,144.2,530
Lexus LC 500,Red Multi-Coat,Diesel,Automatic,107135.96,2023-11-05,2023-11-06,Washington,278.9,6,167.4,603
Aston Martin DBS,Deep Blue Metallic,Oil,Automatic,306778.44,2023-12-24,2023-12-31,German,336.6,6,163.9,505
Lexus LC 500,Deep Blue Metallic,Oil,Automatic,112098.66,2024-10-20,2024-10-29,German,300.7,6,162.3,458
McLaren 720S,Stealth Grey,Diesel,Automatic,294109.83,2024-02-11,2024-03-04,Virginia,320.1,6,158.0,554
Porsche 911,Stealth Grey,Oil,Automatic,163847.61,2024-11-24,2025-01-24,New Jersey,314.2,6,161.2,557
Bentley Continental GT,Pearl White,Diesel,Automatic,263966.18,2024-09-09,2024-10-14,Massachusetts,316.7,6,149.6,454
Maserati MC20,Solid Black,Diesel,Automatic,248366.61,2025-05-03,2025-05-06,German,317.1,6,166.0,567
Ferrari SF90,Ultra Red,Oil,Automatic,541935.4,2024-05-24,2024-05-27,Connecticut,342.7,6,157.9,473
BMW M8,Solid Black,Diesel,Automatic,144151.14,2024-01-22,2024-03-04,Virginia,337.5,6,159.6,568
Aston Martin Vantage,Midnight Silver Metallic,Oil,Automatic,167408.59,2024-11-25,2024-11-26,Virginia,287.0,6,151.9,638
Audi RS e-tron GT,Ultra Red,Diesel,Automatic,174623.7,2024-04-27,2024-05-31,South Korea,419.6,6,164.1,502
BMW M5 CS,Deep Blue Metallic,Diesel,Automatic,145537.32,2025-05-08,2025-06-12,Italy,291.6,6,147.0,477
Mercedes-AMG GT,Midnight Silver Metallic,Diesel,Automatic,141925.44,2024-01-11,2024-03-17,Nevada,313.2,6,144.6,623
Bentley Continental GT,Midnight Silver Metallic,Oil,Automatic,275459.97,2023-06-21,2023-07-04,New Jersey,345.6,6,143.7,593
Aston Martin Vantage,Deep Blue Metallic,Oil,Automatic,175702.33,2024-02-27,2024-03-31,Japan,317.8,6,144.0,495
Nissan GT-R,Solid Black,Oil,Automatic,115800.66,2023-10-13,2023-12-24,New Jersey,285.8,6,151.7,572
Aston Martin Vantage,Deep Blue Metallic,Oil,Automatic,157193.62,2025-01-01,2025-03-21,Nevada,299.2,6,162.8,564
Bugatti Chiron,Ultra Red,Oil,Automatic,2956565.72,2024-10-08,2024-10-13,Japan,404.2,6,167.0,524
Rolls-Royce Ghost,Solid Black,Diesel,Automatic,392288.3,2023-05-25,2023-06-25,New Jersey,354.1,6,159.5,455
Rolls-Royce Ghost,Ultra Red,Oil,Automatic,384949.65,2025-03-21,2025-06-05,France,354.4,6,169.8,543
Rolls-Royce Ghost,Deep Blue Metallic,Oil,Automatic,438325.43,2024-01-16,2024-01-23,Nevada,332.4,6,155.3,631
Lotus Emira,Red Multi-Coat,Oil,Automatic,88781.14,2023-09-05,2023-11-16,France,259.5,6,141.7,514
Audi RS7,Pearl White,Oil,Automatic,137958.74,2024-05-14,2024-05-19,Maryland,297.8,6,163.8,563
Mercedes-AMG GT,Midnight Silver Metallic,Oil,Automatic,146632.54,2023-09-19,2023-09-28,Massachusetts,313.0,6,168.7,549
Mercedes-AMG GT,Pearl White,Oil,Automatic,129101.46,2024-04-10,2024-06-08,Nevada,301.7,6,166.1,615
Koenigsegg Jesko,Red Multi-Coat,Diesel,Automatic,3052869.83,2024-04-13,2024-05-30,South Korea,366.4,6,141.9,628
Rolls-Royce Ghost,Midnight Silver Metallic,Diesel,Automatic,398451.84,2024-05-08,2024-05-30,China,342.9,6,145.5,488
Alpine A110,Stealth Grey,Diesel,Automatic,72174.38,2024-09-17,2024-12-02,Japan,214.8,6,167.0,544
Alpine A110,Pearl White,Oil,Automatic,68263.82,2024-03-24,2024-04-10,Maryland,216.1,6,161.0,465
Porsche 911,Deep Blue Metallic,Oil,Automatic,229970.93,2023-11-02,2023-12-11,South Korea,305.4,6,161.7,470
McLaren 720S,Ultra Red,Diesel,Automatic,318389.35,2024-08-10,2024-09-11,Italy,339.7,6,140.6,564
Maserati Ghibli,Red Multi-Coat,Oil,Automatic,92817.32,2023-06-08,2023-07-03,Maryland,293.0,6,141.5,583
Maserati MC20,Midnight Silver Metallic,Diesel,Automatic,271271.59,2024-06-03,2024-06-22,Nevada,327.0,6,147.2,570
Aston Martin Vantage,Red Multi-Coat,Diesel,Automatic,151922.13,2024-06-15,2024-09-10,China,310.6,6,142.3,595
Nissan GT-R,Ultra Red,Oil,Automatic,119298.61,2024-03-31,2024-05-30,Colorado,314.1,6,148.6,581
Aston Martin DBS,Midnight Silver Metallic,Oil,Automatic,369993.49,2025-04-20,2025-07-06,France,313.5,6,162.5,449
Maserati MC20,Deep Blue Metallic,Oil,Automatic,253278.83,2023-07-19,2023-08-20,Japan,328.6,6,151.7,503
Aston Martin DBS,Midnight Silver Metallic,Oil,Automatic,335471.99,2025-05-22,2025-07-02,German,319.3,6,153.7,450
Pagani Huayra,Pearl White,Oil,Automatic,3178710.53,2024-08-09,2024-09-16,South Korea,357.5,6,157.5,452
Aston Martin DBS,Ultra Red,Diesel,Automatic,372030.22,2024-01-07,2024-02-10,Italy,302.2,6,169.3,633
Maserati MC20,Pearl White,Diesel,Automatic,231902.0,2024-05-18,2024-07-02,France,347.2,6,158.2,498
Bugatti Chiron,Stealth Grey,Diesel,Automatic,3410177.88,2023-08-28,2023-10-11,New Jersey,375.3,6,162.8,437
Porsche Cayman GT4,Deep Blue Metallic,Oil,Automatic,122166.21,2024-12-17,2024-12-28,Connecticut,274.1,6,154.4,544
Bentley Continental GT,Ultra Red,Oil,Automatic,248838.46,2025-01-30,2025-04-18,Virginia,300.4,6,154.1,627
Aston Martin Vantage,Pearl White,Diesel,Automatic,175096.13,2025-01-25,2025-02-13,Washington,302.0,6,165.2,591
Aston Martin Vantage,Solid Black,Oil,Automatic,166718.53,2023-08-20,2023-10-08,Massachusetts,294.7,6,150.1,544
Lexus LC 500,Solid Black,Oil,Automatic,105875.02,2025-05-14,2025-06-19,New York,287.1,6,159.7,503
Rolls-Royce Ghost,Ultra Red,Oil,Automatic,427428.56,2023-09-28,2023-10-11,German,330.0,6,148.1,498
Rolls-Royce Ghost,Stealth Grey,Diesel,Automatic,429981.5,2023-11-09,2023-11-27,Colorado,351.5,6,156.4,488
Rolls-Royce Ghost,Ultra Red,Diesel,Automatic,425956.58,2025-04-01,2025-06-25,Japan,348.0,6,148.2,559
Ferrari SF90,Red Multi-Coat,Oil,Automatic,515923.32,2023-11-30,2023-12-25,South Korea,369.8,6,157.5,640
Mercedes-AMG GT,Midnight Silver Metallic,Oil,Automatic,130045.83,2025-03-18,2025-03-19,New Jersey,316.5,6,149.6,433
Jaguar F-Type,Deep Blue Metallic,Diesel,Automatic,82695.91,2023-12-15,2024-01-22,German,306.9,6,161.8,565
Lotus Emira,Pearl White,Oil,Automatic,102723.75,2025-04-14,2025-07-13,Nevada,261.8,6,148.5,465
Rolls-Royce Ghost,Solid Black,Oil,Automatic,379336.46,2024-02-26,2024-05-07,South Korea,367.4,6,159.2,529
Maserati MC20,Ultra Red,Diesel,Automatic,237108.34,2025-01-14,2025-03-25,France,367.1,6,163.1,425
Audi RS7,Stealth Grey,Diesel,Automatic,140529.89,2024-06-08,2024-08-23,South Korea,269.0,6,166.0,623
Audi RS7,Red Multi-Coat,Diesel,Automatic,143724.44,2024-08-04,2024-10-13,Virginia,267.7,6,160.1,524
Audi RS e-tron GT,Ultra Red,Oil,Automatic,161291.35,2025-01-27,2025-04-24,China,340.8,6,158.0,560
Bentley Continental GT,Deep Blue Metallic,Oil,Automatic,251320.44,2023-05-26,2023-05-30,South Korea,317.6,6,169.8,469
Lexus LC 500,Ultra Red,Oil,Automatic,106867.07,2024-10-27,2025-01-01,New Jersey,294.3,6,143.7,482
Ferrari SF90,Ultra Red,Oil,Automatic,549209.85,2025-01-22,2025-03-14,China,355.1,6,156.8,644
Rolls-Royce Ghost,Solid Black,Oil,Automatic,401067.86,2023-07-10,2023-09-03,New Jersey,362.9,6,144.7,441
Aston Martin Vantage,Deep Blue Metallic,Diesel,Automatic,173352.43,2023-06-19,2023-09-11,Massachusetts,313.0,6,168.4,522
Koenigsegg Jesko,Pearl White,Oil,Automatic,3016592.4,2023-07-10,2023-08-02,China,355.9,6,142.6,650
Lotus Emira,Ultra Red,Oil,Automatic,90509.44,2023-10-19,2023-12-10,China,263.6,6,152.7,524
Nissan GT-R,Midnight Silver Metallic,Oil,Automatic,118499.45,2024-09-02,2024-09-16,South Korea,276.5,6,144.5,567
Aston Martin Vantage,Deep Blue Metallic,Oil,Automatic,177843.85,2025-04-05,2025-05-15,Massachusetts,274.2,6,163.6,486
Audi RS e-tron GT,Pearl White,Diesel,Automatic,176233.97,2024-03-23,2024-05-16,Nevada,411.0,6,163.1,434
Koenigsegg Jesko,Solid Black,Oil,Automatic,3193961.91,2024-10-21,2024-10-22,Japan,390.0,6,167.2,449
BMW M5 CS,Midnight Silver Metallic,Diesel,Automatic,153846.87,2025-04-23,2025-05-01,China,272.0,6,162.0,603
Aston Martin Vantage,Red Multi-Coat,Diesel,Automatic,177960.78,2025-04-28,2025-06-01,Colorado,305.5,6,140.5,550
Aston Martin Vantage,Ultra Red,Diesel,Automatic,150252.27,2024-03-11,2024-05-25,New York,276.4,6,158.9,564
Pagani Huayra,Pearl White,Diesel,Automatic,3085157.2,2025-02-20,2025-04-13,Connecticut,348.0,6,164.9,472
Aston Martin DBS,Pearl White,Diesel,Automatic,341802.43,2025-01-12,2025-03-20,Colorado,305.7,6,160.5,580
Alpine A110,Ultra Red,Oil,Automatic,69908.19,2024-09-06,2024-09-29,Nevada,203.0,6,153.7,608
Porsche 911,Ultra Red,Oil,Automatic,243634.51,2025-02-01,2025-04-29,Italy,337.7,6,153.9,582
Nissan GT-R,Ultra Red,Oil,Automatic,141397.31,2025-02-14,2025-03-31,German,293.6,6,160.5,523
Porsche Cayman GT4,Deep Blue Metallic,Oil,Automatic,110559.37,2023-08-08,2023-11-04,Virginia,240.6,6,144.9,519
Bugatti Chiron,Red Multi-Coat,Oil,Automatic,3180965.51,2024-11-13,2025-02-04,Maryland,383.6,6,157.5,471
Koenigsegg Jesko,Midnight Silver Metallic,Oil,Automatic,3183755.5,2023-10-23,2023-11-03,Nevada,364.3,6,149.3,594
Lexus LC 500,Midnight Silver Metallic,Diesel,Automatic,107856.64,2024-07-11,2024-08-17,Italy,288.7,6,167.6,618
BMW M5 CS,Stealth Grey,Diesel,Automatic,148525.84,2023-08-15,2023-11-07,New York,297.6,6,146.6,532
Porsche 911,Red Multi-Coat,Oil,Automatic,158169.75,2024-07-26,2024-09-24,Connecticut,325.3,6,150.2,462
Jaguar F-Type,Red Multi-Coat,Diesel,Automatic,78252.39,2025-02-14,2025-02-27,Washington,292.6,6,154.7,572
Porsche Cayman GT4,Pearl White,Oil,Automatic,119730.62,2024-01-12,2024-03-16,South Korea,274.8,6,155.9,524
Aston Martin DBS,Red Multi-Coat,Oil,Automatic,324212.19,2023-12-16,2024-01-02,Nevada,293.3,6,166.0,484
Bentley Continental GT,Red Multi-Coat,Diesel,Automatic,262957.33,2024-07-19,2024-10-02,Connecticut,292.3,6,162.8,534
Nissan GT-R,Deep Blue Metallic,Diesel,Automatic,124035.56,2024-03-19,2024-05-30,German,277.0,6,169.7,644
Aston Martin Vantage,Pearl White,Diesel,Automatic,170720.84,2023-07-25,2023-08-15,Connecticut,308.4,6,166.3,546
Maserati MC20,Solid Black,Oil,Automatic,250404.43,2024-01-25,2024-02-12,Massachusetts,335.4,6,143.2,594
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,283236.43,2024-10-31,2025-01-13,German,349.7,6,142.1,515
Rolls-Royce Ghost,Red Multi-Coat,Diesel,Automatic,355275.28,2024-01-26,2024-02-09,France,329.8,6,159.9,545
Porsche Cayman GT4,Red Multi-Coat,Diesel,Automatic,116193.94,2024-07-10,2024-08-22,France,262.4,6,156.9,456
Rolls-Royce Ghost,Deep Blue Metallic,Oil,Automatic,407273.66,2024-09-26,2024-10-30,Virginia,320.8,6,167.3,466
Mercedes-AMG GT,Solid Black,Diesel,Automatic,121497.98,2025-05-11,2025-06-22,Washington,297.6,6,144.1,553
Nissan GT-R,Deep Blue Metallic,Diesel,Automatic,134353.94,2023-08-22,2023-08-23,New York,284.1,6,146.4,512
Audi RS e-tron GT,Pearl White,Oil,Automatic,167097.37,2024-11-11,2024-12-25,Virginia,338.3,6,152.2,538
Nissan GT-R,Stealth Grey,Diesel,Automatic,135553.83,2024-03-08,2024-06-04,Japan,296.3,6,145.9,542
Mercedes-AMG GT,Deep Blue Metallic,Oil,Automatic,152272.77,2024-03-03,2024-05-03,Virginia,298.1,6,155.5,560
Aston Martin Vantage,Red Multi-Coat,Diesel,Automatic,159509.59,2024-11-09,2025-01-15,Massachusetts,296.0,6,165.4,555
McLaren 720S,Ultra Red,Oil,Automatic,348574.76,2023-10-25,2023-11-20,Colorado,337.8,6,152.8,543
Lotus Emira,Midnight Silver Metallic,Diesel,Automatic,95452.42,2025-04-30,2025-07-07,China,257.2,6,158.0,491
Lexus LC 500,Deep Blue Metallic,Diesel,Automatic,116481.72,2024-07-23,2024-09-02,Maryland,309.2,6,160.6,603
Bugatti Chiron,Stealth Grey,Diesel,Automatic,3307971.6,2025-03-23,2025-04-11,France,370.2,6,140.5,575
Lexus LC 500,Ultra Red,Oil,Automatic,107653.04,2024-02-19,2024-02-20,Washington,311.9,6,158.7,536
Porsche Cayman GT4,Midnight Silver Metallic,Oil,Automatic,120911.29,2023-05-29,2023-07-17,Italy,258.2,6,157.6,507
BMW M8,Solid Black,Oil,Automatic,150948.26,2024-09-18,2024-10-05,South Korea,326.0,6,150.1,483
Maserati MC20,Solid Black,Diesel,Automatic,277746.11,2025-01-04,2025-03-22,Nevada,358.6,6,162.6,491
Jaguar F-Type,Red Multi-Coat,Oil,Automatic,88019.59,2025-01-17,2025-03-14,New Jersey,285.5,6,167.1,540
Rolls-Royce Ghost,Solid Black,Diesel,Automatic,418204.6,2023-12-09,2024-03-03,Washington,347.7,6,143.9,569
Ferrari SF90,Deep Blue Metallic,Diesel,Automatic,530270.92,2024-03-09,2024-05-05,German,347.7,6,144.2,453
Audi RS7,Stealth Grey,Oil,Automatic,130132.64,2024-08-29,2024-11-22,Massachusetts,303.0,6,147.1,447
Jaguar F-Type,Stealth Grey,Diesel,Automatic,90315.98,2024-02-06,2024-03-21,New Jersey,284.7,6,151.2,453
Audi RS7,Midnight Silver Metallic,Oil,Automatic,143439.74,2023-09-16,2023-10-29,Washington,281.6,6,143.0,499
Audi RS7,Stealth Grey,Diesel,Automatic,126104.3,2023-08-17,2023-08-28,New York,282.5,6,168.6,469
Ferrari SF90,Red Multi-Coat,Diesel,Automatic,510953.38,2023-05-28,2023-08-18,Massachusetts,362.3,6,155.8,536
Maserati Ghibli,Solid Black,Oil,Automatic,79615.67,2025-02-28,2025-04-26,Maryland,276.8,6,140.7,492
Range Rover Sport,Red Multi-Coat,Diesel,Automatic,147856.42,2024-09-24,2024-11-02,Washington,265.1,6,142.5,480
Porsche 911,Ultra Red,Diesel,Automatic,167483.89,2023-06-14,2023-08-26,New York,347.0,6,168.5,476
BMW M8,Solid Black,Diesel,Automatic,151671.46,2024-07-18,2024-08-22,Virginia,311.5,6,164.5,561
Audi RS7,Pearl White,Diesel,Automatic,132932.39,2023-09-03,2023-11-02,Maryland,293.9,6,166.9,643
Alpine A110,Red Multi-Coat,Diesel,Automatic,84102.86,2024-03-21,2024-04-01,France,219.0,6,160.6,524
Ferrari SF90,Ultra Red,Oil,Automatic,540371.31,2025-03-26,2025-05-04,China,349.6,6,140.4,535
Bugatti Chiron,Solid Black,Diesel,Automatic,3012242.16,2023-08-02,2023-08-19,Virginia,406.7,6,153.3,643
